id,s,ed,src,decision,stop_basis,cash_before
871,NIFTYBEES,2026-04-01,etf_tradebook,taken,assumed 3pct because original unknown,6000000.0
872,NIFTYBEES,2026-04-02,etf_tradebook,same stock already held,assumed 3pct because original unknown,5498943.552674999
705,BUILDPRO,2026-04-15,tis,taken,assumed 3pct because original unknown,5498943.552674999
709,FRACTAL,2026-04-15,canslim,taken,recorded initial stop,4998344.656374999
715,RSL,2026-04-15,canslim,taken,recorded initial stop,4497551.996874999
719,STAR,2026-04-15,tis,taken,recorded initial stop,3996410.0162499994
721,TDPOWERSYS,2026-04-15,tis,taken,recorded initial stop,3495736.0928499997
729,GSPCROP,2026-04-15,tis,taken,recorded initial stop,2994565.3705499996
740,BELRISE,2026-04-15,tis,taken,assumed 3pct because original unknown,2493580.4014749997
845,SMALLCAP,2026-04-15,etf_tis,taken,assumed 3pct because original unknown,1992517.3175999997
851,SILVERCASE,2026-04-15,etf_tis,taken,assumed 3pct because original unknown,1491272.4503999997
867,LENSKART,2026-04-15,tradebook,taken,assumed 3pct because original unknown,990023.4027749997
878,RUBICON,2026-04-15,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,489026.10294999974
880,UTLSOLAR,2026-04-15,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,489026.10294999974
706,CEINSYS,2026-04-16,canslim,cash unavailable at entry including costs,recorded initial stop,489026.10294999974
707,CLEANMAX,2026-04-16,canslim,cash unavailable at entry including costs,recorded initial stop,489026.10294999974
712,ICICIAMC,2026-04-16,tis,cash unavailable at entry including costs,recorded initial stop,489026.10294999974
720,SYRMA,2026-04-16,tis,cash unavailable at entry including costs,assumed 3pct because original unknown,489026.10294999974
862,GMDCLTD,2026-04-16,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,489026.10294999974
876,QPOWER,2026-04-16,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,489026.10294999974
708,EMMVEE,2026-04-17,tis,cash unavailable at entry including costs,recorded initial stop,489026.10294999974
710,GMDCLTD,2026-04-17,tis,cash unavailable at entry including costs,recorded initial stop,489026.10294999974
711,GVT&D,2026-04-17,canslim,cash unavailable at entry including costs,recorded initial stop,489026.10294999974
713,NATCOPHARM,2026-04-17,tis,cash unavailable at entry including costs,recorded initial stop,489026.10294999974
714,RISHABH,2026-04-17,tis,cash unavailable at entry including costs,assumed 3pct because original unknown,489026.10294999974
716,SAKAR,2026-04-17,tis,cash unavailable at entry including costs,recorded initial stop,489026.10294999974
717,SHRIPISTON,2026-04-17,tis,cash unavailable at entry including costs,recorded initial stop,489026.10294999974
722,TENNIND,2026-04-17,tis,cash unavailable at entry including costs,recorded initial stop,489026.10294999974
856,AEQUS,2026-04-17,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,489026.10294999974
873,PFOCUS,2026-04-17,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,489026.10294999974
879,SMSPHARMA,2026-04-17,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,489026.10294999974
733,NMDC,2026-04-22,tis,taken,recorded initial stop,969047.2364499997
874,PFOCUS,2026-04-22,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,467860.19344999973
731,LAURUSLABS,2026-04-23,tis,cash unavailable at entry including costs,recorded initial stop,467860.19344999973
865,KINGFA,2026-04-23,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,467860.19344999973
854,ABSLAMC,2026-04-24,tradebook,taken,assumed 3pct because original unknown,950027.3926999997
857,AUBANK,2026-04-24,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,449567.0118249997
861,GLENMARK,2026-04-24,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,449567.0118249997
877,RHETAN,2026-04-24,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,449567.0118249997
882,RHETAN,2026-04-24,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,449567.0118249997
723,GPIL,2026-04-27,tis,cash unavailable at entry including costs,recorded initial stop,449567.0118249997
725,SARDAEN,2026-04-27,tis,cash unavailable at entry including costs,recorded initial stop,449567.0118249997
726,TATASTEEL,2026-04-27,tis,cash unavailable at entry including costs,recorded initial stop,449567.0118249997
727,ROSSTECH,2026-04-27,tis,cash unavailable at entry including costs,recorded initial stop,449567.0118249997
728,SENORES,2026-04-27,tis,cash unavailable at entry including costs,recorded initial stop,449567.0118249997
735,ATHERENERG,2026-04-27,tis,cash unavailable at entry including costs,recorded initial stop,449567.0118249997
736,KIRLOSENG,2026-04-27,tis,cash unavailable at entry including costs,recorded initial stop,449567.0118249997
730,IMFA,2026-04-28,tis,cash unavailable at entry including costs,recorded initial stop,449567.0118249997
732,NATIONALUM,2026-04-28,tis,cash unavailable at entry including costs,recorded initial stop,449567.0118249997
734,MCX,2026-04-28,tis,cash unavailable at entry including costs,recorded initial stop,449567.0118249997
737,SGMART,2026-04-28,tis,cash unavailable at entry including costs,recorded initial stop,449567.0118249997
738,STEELCAS,2026-04-28,tis,cash unavailable at entry including costs,recorded initial stop,449567.0118249997
704,BELRISE,2026-04-30,tis,same stock already held,recorded initial stop,910916.4230749997
739,HFCL,2026-04-30,tis,taken,recorded initial stop,910916.4230749997
741,ADANIPOWER,2026-05-04,tis,cash unavailable at entry including costs,recorded initial stop,409683.4655749997
742,LINDEINDIA,2026-05-04,tis,cash unavailable at entry including costs,recorded initial stop,409683.4655749997
743,MACPOWER,2026-05-04,tis,cash unavailable at entry including costs,recorded initial stop,409683.4655749997
744,SUNFLAG,2026-05-04,tis,cash unavailable at entry including costs,assumed 3pct because original unknown,409683.4655749997
859,BRITANNIA,2026-05-05,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,409683.4655749997
860,CPPLUS,2026-05-05,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,409683.4655749997
864,JUNIORBEES,2026-05-05,etf_tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,409683.4655749997
745,HONASA,2026-05-07,tis,cash unavailable at entry including costs,recorded initial stop,409683.4655749997
754,APEX,2026-05-07,orphan_gtt,cash unavailable at entry including costs,recorded initial stop,409683.4655749997
755,SANSERA,2026-05-07,orphan_gtt,cash unavailable at entry including costs,recorded initial stop,409683.4655749997
756,JAINREC,2026-05-07,orphan_gtt,cash unavailable at entry including costs,recorded initial stop,409683.4655749997
757,CGPOWER,2026-05-07,orphan_gtt,cash unavailable at entry including costs,recorded initial stop,409683.4655749997
881,APEX,2026-05-07,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,409683.4655749997
746,ARFIN,2026-05-08,tis,cash unavailable at entry including costs,recorded initial stop,409683.4655749997
759,CHENNPETRO,2026-05-08,tis,cash unavailable at entry including costs,recorded initial stop,409683.4655749997
866,LAURUSLABS,2026-05-08,tradebook,cash unavailable at entry including costs,assumed 3pct because original unknown,409683.4655749997
750,BLISSGVS,2026-05-12,tis,cash unavailable at entry including costs,recorded initial stop,409683.4655749997
766,KIRLOSENG,2026-05-13,manual,taken,recorded initial stop,1412564.7809749998
767,ADANIPOWER,2026-05-14,manual,taken,recorded initial stop,912254.3239749997
768,JAYNECOIND,2026-05-14,manual,cash unavailable at entry including costs,recorded initial stop,411180.9143499997
